District,Zone,Geographical Region,Development Region,VDC_Municipality,Ward_Number,Constituency
Tanahu,Gandaki,Hill,Western,देउराली,6,1
Tanahu,Gandaki,Hill,Western,देउराली,7,1
Tanahu,Gandaki,Hill,Western,देउराली,8,1
Tanahu,Gandaki,Hill,Western,देउराली,9,1
Tanahu,Gandaki,Hill,Western,धरमपानी,1,1
Tanahu,Gandaki,Hill,Western,धरमपानी,2,1
Tanahu,Gandaki,Hill,Western,धरमपानी,3,1
Tanahu,Gandaki,Hill,Western,धरमपानी,4,1
Tanahu,Gandaki,Hill,Western,धरमपानी,5,1
Tanahu,Gandaki,Hill,Western,धरमपानी,6,1
Tanahu,Gandaki,Hill,Western,धरमपानी,7,1
Tanahu,Gandaki,Hill,Western,धरमपानी,8,1
Tanahu,Gandaki,Hill,Western,धरमपानी,9,1
Tanahu,Gandaki,Hill,Western,रिस्ती,1,1
Tanahu,Gandaki,Hill,Western,रिस्ती,2,1
Tanahu,Gandaki,Hill,Western,रिस्ती,3,1
Tanahu,Gandaki,Hill,Western,रिस्ती,4,1
Tanahu,Gandaki,Hill,Western,रिस्ती,5,1
Achham,Seti,Hill,Far-Western,बान्नातोली,4,2
Achham,Seti,Hill,Far-Western,बान्नातोली,5,2
Achham,Seti,Hill,Far-Western,बान्नातोली,6,2
Achham,Seti,Hill,Far-Western,बान्नातोली,7,2
Achham,Seti,Hill,Far-Western,बान्नातोली,8,2
Achham,Seti,Hill,Far-Western,बान्नातोली,9,2
Achham,Seti,Hill,Far-Western,जुपु,1,2
Achham,Seti,Hill,Far-Western,जुपु,2,2
Achham,Seti,Hill,Far-Western,जुपु,3,2
Achham,Seti,Hill,Far-Western,जुपु,4,2
Achham,Seti,Hill,Far-Western,जुपु,5,2
Achham,Seti,Hill,Far-Western,जुपु,6,2
Achham,Seti,Hill,Far-Western,जुपु,7,2
Achham,Seti,Hill,Far-Western,जुपु,8,2
Achham,Seti,Hill,Far-Western,जुपु,9,2
Achham,Seti,Hill,Far-Western,मंगलसेन,1,2
Achham,Seti,Hill,Far-Western,मंगलसेन,2,2
Achham,Seti,Hill,Far-Western,मंगलसेन,3,2
Achham,Seti,Hill,Far-Western,मंगलसेन,4,2
Achham,Seti,Hill,Far-Western,मंगलसेन,5,2
Achham,Seti,Hill,Far-Western,मंगलसेन,6,2
Achham,Seti,Hill,Far-Western,मंगलसेन,7,2
Achham,Seti,Hill,Far-Western,मंगलसेन,8,2
Achham,Seti,Hill,Far-Western,मंगलसेन,9,2
Achham,Seti,Hill,Far-Western,बस्ती,1,2
Achham,Seti,Hill,Far-Western,बस्ती,2,2
Achham,Seti,Hill,Far-Western,बस्ती,3,2
Achham,Seti,Hill,Far-Western,बस्ती,4,2
Achham,Seti,Hill,Far-Western,बस्ती,5,2
Achham,Seti,Hill,Far-Western,बस्ती,6,2
Achham,Seti,Hill,Far-Western,बस्ती,7,2
Achham,Seti,Hill,Far-Western,बस्ती,8,2
Achham,Seti,Hill,Far-Western,बस्ती,9,2
Achham,Seti,Hill,Far-Western,बीरपथ,1,2
Achham,Seti,Hill,Far-Western,बीरपथ,2,2
Achham,Seti,Hill,Far-Western,बीरपथ,3,2
Achham,Seti,Hill,Far-Western,बीरपथ,4,2
Achham,Seti,Hill,Far-Western,बीरपथ,5,2
Achham,Seti,Hill,Far-Western,बीरपथ,6,2
Achham,Seti,Hill,Far-Western,बीरपथ,7,2
Achham,Seti,Hill,Far-Western,बीरपथ,8,2
Achham,Seti,Hill,Far-Western,बीरपथ,9,2
Achham,Seti,Hill,Far-Western,कालागाउ,1,2
Achham,Seti,Hill,Far-Western,कालागाउ,2,2
Achham,Seti,Hill,Far-Western,कालागाउ,3,2
Achham,Seti,Hill,Far-Western,कालागाउ,4,2
Achham,Seti,Hill,Far-Western,कालागाउ,5,2
Achham,Seti,Hill,Far-Western,कालागाउ,6,2
Achham,Seti,Hill,Far-Western,कालागाउ,7,2
Achham,Seti,Hill,Far-Western,कालागाउ,8,2
Achham,Seti,Hill,Far-Western,कालागाउ,9,2
Achham,Seti,Hill,Far-Western,ओलीगाउँ,1,2
Achham,Seti,Hill,Far-Western,ओलीगाउँ,2,2
Achham,Seti,Hill,Far-Western,ओलीगाउँ,3,2
Achham,Seti,Hill,Far-Western,ओलीगाउँ,4,2
Achham,Seti,Hill,Far-Western,ओलीगाउँ,5,2
Achham,Seti,Hill,Far-Western,ओलीगाउँ,6,2
Achham,Seti,Hill,Far-Western,ओलीगाउँ,7,2
Achham,Seti,Hill,Far-Western,ओलीगाउँ,8,2
Achham,Seti,Hill,Far-Western,ओलीगाउँ,9,2
Achham,Seti,Hill,Far-Western,सेरा,1,2
Achham,Seti,Hill,Far-Western,सेरा,2,2
Achham,Seti,Hill,Far-Western,सेरा,3,2
Achham,Seti,Hill,Far-Western,सेरा,4,2
Achham,Seti,Hill,Far-Western,सेरा,5,2
Achham,Seti,Hill,Far-Western,सेरा,6,2
Achham,Seti,Hill,Far-Western,सेरा,7,2
Achham,Seti,Hill,Far-Western,सेरा,8,2
Achham,Seti,Hill,Far-Western,सेरा,9,2
Achham,Seti,Hill,Far-Western,जनालीवण्डाली,1,2
Achham,Seti,Hill,Far-Western,जनालीवण्डाली,2,2
Achham,Seti,Hill,Far-Western,जनालीवण्डाली,3,2
Achham,Seti,Hill,Far-Western,जनालीवण्डाली,4,2
Achham,Seti,Hill,Far-Western,जनालीवण्डाली,5,2
Achham,Seti,Hill,Far-Western,जनालीवण्डाली,6,2
Achham,Seti,Hill,Far-Western,जनालीवण्डाली,7,2
Achham,Seti,Hill,Far-Western,जनालीवण्डाली,8,2
Achham,Seti,Hill,Far-Western,जनालीवण्डाली,9,2
Achham,Seti,Hill,Far-Western,कुन्तिवण्डाली,1,2
Achham,Seti,Hill,Far-Western,कुन्तिवण्डाली,2,2
Achham,Seti,Hill,Far-Western,कुन्तिवण्डाली,3,2
Achham,Seti,Hill,Far-Western,कुन्तिवण्डाली,4,2
Achham,Seti,Hill,Far-Western,कुन्तिवण्डाली,5,2
Achham,Seti,Hill,Far-Western,कुन्तिवण्डाली,6,2
Achham,Seti,Hill,Far-Western,कुन्तिवण्डाली,7,2
Achham,Seti,Hill,Far-Western,कुन्तिवण्डाली,8,2
Achham,Seti,Hill,Far-Western,कुन्तिवण्डाली,9,2
Achham,Seti,Hill,Far-Western,बारला,1,2
Achham,Seti,Hill,Far-Western,बारला,2,2
Achham,Seti,Hill,Far-Western,बारला,3,2
Achham,Seti,Hill,Far-Western,बारला,4,2
Achham,Seti,Hill,Far-Western,बारला,5,2
Achham,Seti,Hill,Far-Western,बारला,6,2
Achham,Seti,Hill,Far-Western,बारला,7,2
Achham,Seti,Hill,Far-Western,बारला,8,2
Achham,Seti,Hill,Far-Western,बारला,9,2
Achham,Seti,Hill,Far-Western,बिनायक,1,2
Achham,Seti,Hill,Far-Western,बिनायक,2,2
Achham,Seti,Hill,Far-Western,बिनायक,3,2
Achham,Seti,Hill,Far-Western,बिनायक,4,2
Achham,Seti,Hill,Far-Western,बिनायक,5,2
Achham,Seti,Hill,Far-Western,बिनायक,6,2
Achham,Seti,Hill,Far-Western,बिनायक,7,2
Achham,Seti,Hill,Far-Western,बिनायक,8,2
Achham,Seti,Hill,Far-Western,बिनायक,9,2
Achham,Seti,Hill,Far-Western,चाल्सा,1,2
Achham,Seti,Hill,Far-Western,चाल्सा,2,2
Achham,Seti,Hill,Far-Western,चाल्सा,3,2
Achham,Seti,Hill,Far-Western,चाल्सा,6,2
Achham,Seti,Hill,Far-Western,चाल्सा,7,2
Achham,Seti,Hill,Far-Western,चाल्सा,8,2
Achham,Seti,Hill,Far-Western,चाल्सा,9,2
Achham,Seti,Hill,Far-Western,कालेकांडा,1,2
Achham,Seti,Hill,Far-Western,कालेकांडा,2,2
Achham,Seti,Hill,Far-Western,कालेकांडा,3,2
Achham,Seti,Hill,Far-Western,कालेकांडा,4,2
Achham,Seti,Hill,Far-Western,कालेकांडा,5,2
Achham,Seti,Hill,Far-Western,कालेकांडा,6,2
Achham,Seti,Hill,Far-Western,कालेकांडा,7,2
Achham,Seti,Hill,Far-Western,कालेकांडा,8,2
Achham,Seti,Hill,Far-Western,कालेकांडा,9,2
Achham,Seti,Hill,Far-Western,कालिकास्थान,1,2
Achham,Seti,Hill,Far-Western,कालिकास्थान,2,2
Achham,Seti,Hill,Far-Western,कालिकास्थान,3,2
Achham,Seti,Hill,Far-Western,कालिकास्थान,4,2
Achham,Seti,Hill,Far-Western,कालिकास्थान,5,2
Achham,Seti,Hill,Far-Western,कालिकास्थान,6,2
Achham,Seti,Hill,Far-Western,कालिकास्थान,7,2
Achham,Seti,Hill,Far-Western,कालिकास्थान,8,2
Achham,Seti,Hill,Far-Western,कालिकास्थान,9,2
Achham,Seti,Hill,Far-Western,कुइका,1,2
Achham,Seti,Hill,Far-Western,कुइका,2,2
Achham,Seti,Hill,Far-Western,कुइका,3,2
Achham,Seti,Hill,Far-Western,कुइका,4,2
Achham,Seti,Hill,Far-Western,कुइका,5,2
Achham,Seti,Hill,Far-Western,कुइका,6,2
Achham,Seti,Hill,Far-Western,कुइका,7,2
Achham,Seti,Hill,Far-Western,कुइका,8,2
Achham,Seti,Hill,Far-Western,कुइका,9,2
Achham,Seti,Hill,Far-Western,लयाटी,1,2
Achham,Seti,Hill,Far-Western,लयाटी,2,2
Achham,Seti,Hill,Far-Western,लयाटी,3,2
Achham,Seti,Hill,Far-Western,लयाटी,4,2
Achham,Seti,Hill,Far-Western,लयाटी,5,2
Achham,Seti,Hill,Far-Western,लयाटी,6,2
Achham,Seti,Hill,Far-Western,लयाटी,7,2
Achham,Seti,Hill,Far-Western,लयाटी,8,2
Achham,Seti,Hill,Far-Western,लयाटी,9,2
Achham,Seti,Hill,Far-Western,पुल्लेतोला,1,2
Achham,Seti,Hill,Far-Western,पुल्लेतोला,2,2
Achham,Seti,Hill,Far-Western,पुल्लेतोला,3,2
Achham,Seti,Hill,Far-Western,पुल्लेतोला,4,2
Achham,Seti,Hill,Far-Western,पुल्लेतोला,5,2
Achham,Seti,Hill,Far-Western,पुल्लेतोला,6,2
Achham,Seti,Hill,Far-Western,पुल्लेतोला,7,2
Achham,Seti,Hill,Far-Western,पुल्लेतोला,8,2
Achham,Seti,Hill,Far-Western,पुल्लेतोला,9,2
Achham,Seti,Hill,Far-Western,तोली,1,2
Achham,Seti,Hill,Far-Western,तोली,2,2
Achham,Seti,Hill,Far-Western,तोली,3,2
Achham,Seti,Hill,Far-Western,तोली,4,2
Achham,Seti,Hill,Far-Western,तोली,5,2
Achham,Seti,Hill,Far-Western,तोली,6,2
Achham,Seti,Hill,Far-Western,तोली,7,2
Achham,Seti,Hill,Far-Western,तोली,8,2
Achham,Seti,Hill,Far-Western,तोली,9,2
Achham,Seti,Hill,Far-Western,बयाला,1,2
Achham,Seti,Hill,Far-Western,बयाला,2,2
Achham,Seti,Hill,Far-Western,बयाला,3,2
Achham,Seti,Hill,Far-Western,बयाला,4,2
Achham,Seti,Hill,Far-Western,बयाला,5,2
Achham,Seti,Hill,Far-Western,बयाला,6,2
Achham,Seti,Hill,Far-Western,बयाला,7,2
Achham,Seti,Hill,Far-Western,बयाला,8,2
Achham,Seti,Hill,Far-Western,बयाला,9,2
Achham,Seti,Hill,Far-Western,भैरवस्थान,1,2
Achham,Seti,Hill,Far-Western,भैरवस्थान,2,2
Achham,Seti,Hill,Far-Western,भैरवस्थान,3,2
Achham,Seti,Hill,Far-Western,भैरवस्थान,4,2
Achham,Seti,Hill,Far-Western,भैरवस्थान,5,2
Achham,Seti,Hill,Far-Western,भैरवस्थान,6,2
Achham,Seti,Hill,Far-Western,भैरवस्थान,7,2
Achham,Seti,Hill,Far-Western,भैरवस्थान,8,2
Achham,Seti,Hill,Far-Western,भैरवस्थान,9,2
Achham,Seti,Hill,Far-Western,धमाली,1,2
Achham,Seti,Hill,Far-Western,धमाली,2,2
Achham,Seti,Hill,Far-Western,धमाली,3,2
Achham,Seti,Hill,Far-Western,धमाली,4,2
Achham,Seti,Hill,Far-Western,धमाली,5,2
Achham,Seti,Hill,Far-Western,धमाली,6,2
Achham,Seti,Hill,Far-Western,धमाली,7,2
Achham,Seti,Hill,Far-Western,धमाली,8,2
Achham,Seti,Hill,Far-Western,धमाली,9,2
Achham,Seti,Hill,Far-Western,मुली,1,2
Achham,Seti,Hill,Far-Western,मुली,2,2
Achham,Seti,Hill,Far-Western,मुली,3,2
Achham,Seti,Hill,Far-Western,मुली,4,2
Achham,Seti,Hill,Far-Western,मुली,5,2
Achham,Seti,Hill,Far-Western,मुली,6,2
Achham,Seti,Hill,Far-Western,मुली,7,2
Achham,Seti,Hill,Far-Western,मुली,8,2
Achham,Seti,Hill,Far-Western,मुली,9,2
Achham,Seti,Hill,Far-Western,नाडा,1,2
Achham,Seti,Hill,Far-Western,नाडा,2,2
Achham,Seti,Hill,Far-Western,नाडा,3,2
Achham,Seti,Hill,Far-Western,नाडा,4,2
Achham,Seti,Hill,Far-Western,नाडा,5,2
Achham,Seti,Hill,Far-Western,चाल्सा,4,2
Achham,Seti,Hill,Far-Western,चाल्सा,5,2
Achham,Seti,Hill,Far-Western,नाडा,6,2
Achham,Seti,Hill,Far-Western,नाडा,7,2
Achham,Seti,Hill,Far-Western,नाडा,8,2
Achham,Seti,Hill,Far-Western,नाडा,9,2
Achham,Seti,Hill,Far-Western,रहफ,1,2
Achham,Seti,Hill,Far-Western,रहफ,2,2
Achham,Seti,Hill,Far-Western,रहफ,3,2
Achham,Seti,Hill,Far-Western,रहफ,4,2
Achham,Seti,Hill,Far-Western,रहफ,5,2
Achham,Seti,Hill,Far-Western,मार्कु,7,1
Achham,Seti,Hill,Far-Western,मार्कु,8,1
Achham,Seti,Hill,Far-Western,मार्कु,9,1
Achham,Seti,Hill,Far-Western,पायल,1,1
Achham,Seti,Hill,Far-Western,पायल,2,1
Achham,Seti,Hill,Far-Western,पायल,3,1
Achham,Seti,Hill,Far-Western,पायल,4,1
Achham,Seti,Hill,Far-Western,पायल,5,1
Achham,Seti,Hill,Far-Western,पायल,6,1
Achham,Seti,Hill,Far-Western,पायल,7,1
Achham,Seti,Hill,Far-Western,पायल,8,1
Achham,Seti,Hill,Far-Western,पायल,9,1
Achham,Seti,Hill,Far-Western,सिउडी,1,1
Achham,Seti,Hill,Far-Western,सिउडी,2,1
Achham,Seti,Hill,Far-Western,सिउडी,3,1
Achham,Seti,Hill,Far-Western,सिउडी,4,1
Achham,Seti,Hill,Far-Western,सिउडी,5,1
Achham,Seti,Hill,Far-Western,सिउडी,6,1
Achham,Seti,Hill,Far-Western,सिउडी,7,1
Achham,Seti,Hill,Far-Western,सिउडी,8,1
Achham,Seti,Hill,Far-Western,सिउडी,9,1
Achham,Seti,Hill,Far-Western,सोकट,1,1
Achham,Seti,Hill,Far-Western,सोकट,2,1
Achham,Seti,Hill,Far-Western,सोकट,3,1
Achham,Seti,Hill,Far-Western,सोकट,4,1
Achham,Seti,Hill,Far-Western,सोकट,5,1
Achham,Seti,Hill,Far-Western,सोकट,6,1
Achham,Seti,Hill,Far-Western,सोकट,7,1
Achham,Seti,Hill,Far-Western,सोकट,8,1
Achham,Seti,Hill,Far-Western,सोकट,9,1
Achham,Seti,Hill,Far-Western,बाब्ला,1,1
Achham,Seti,Hill,Far-Western,बाब्ला,2,1
Achham,Seti,Hill,Far-Western,बाब्ला,3,1
Achham,Seti,Hill,Far-Western,बाब्ला,4,1
Achham,Seti,Hill,Far-Western,बाब्ला,5,1
Achham,Seti,Hill,Far-Western,बाब्ला,6,1
Achham,Seti,Hill,Far-Western,बाब्ला,7,1
Achham,Seti,Hill,Far-Western,बाब्ला,8,1
Achham,Seti,Hill,Far-Western,बाब्ला,9,1
Achham,Seti,Hill,Far-Western,बुढाकोट,1,1
Achham,Seti,Hill,Far-Western,बुढाकोट,2,1
Achham,Seti,Hill,Far-Western,बुढाकोट,3,1
Achham,Seti,Hill,Far-Western,बुढाकोट,4,1
Achham,Seti,Hill,Far-Western,बुढाकोट,5,1
Achham,Seti,Hill,Far-Western,बुढाकोट,6,1
Achham,Seti,Hill,Far-Western,बुढाकोट,7,1
Achham,Seti,Hill,Far-Western,बुढाकोट,8,1
Achham,Seti,Hill,Far-Western,बुढाकोट,9,1
Achham,Seti,Hill,Far-Western,देवीस्थान,1,1
Achham,Seti,Hill,Far-Western,देवीस्थान,2,1
Achham,Seti,Hill,Far-Western,देवीस्थान,3,1
Achham,Seti,Hill,Far-Western,देवीस्थान,4,1
Achham,Seti,Hill,Far-Western,देवीस्थान,5,1
Achham,Seti,Hill,Far-Western,देवीस्थान,6,1
Achham,Seti,Hill,Far-Western,देवीस्थान,7,1
Achham,Seti,Hill,Far-Western,देवीस्थान,8,1
Achham,Seti,Hill,Far-Western,देवीस्थान,9,1
Achham,Seti,Hill,Far-Western,घुघुरकोट,1,1
Achham,Seti,Hill,Far-Western,घुघुरकोट,2,1
Achham,Seti,Hill,Far-Western,घुघुरकोट,3,1
Achham,Seti,Hill,Far-Western,घुघुरकोट,4,1
Achham,Seti,Hill,Far-Western,घुघुरकोट,5,1
Achham,Seti,Hill,Far-Western,घुघुरकोट,6,1
Achham,Seti,Hill,Far-Western,घुघुरकोट,7,1
Achham,Seti,Hill,Far-Western,घुघुरकोट,8,1
Achham,Seti,Hill,Far-Western,घुघुरकोट,9,1
Achham,Seti,Hill,Far-Western,दुनी,1,1
Achham,Seti,Hill,Far-Western,दुनी,2,1
Achham,Seti,Hill,Far-Western,दुनी,3,1
Achham,Seti,Hill,Far-Western,दुनी,4,1
Achham,Seti,Hill,Far-Western,दुनी,5,1
Achham,Seti,Hill,Far-Western,दुनी,6,1
Achham,Seti,Hill,Far-Western,दुनी,7,1
Achham,Seti,Hill,Far-Western,दुनी,8,1
Achham,Seti,Hill,Far-Western,दुनी,9,1
Achham,Seti,Hill,Far-Western,खप्तड,1,1
Achham,Seti,Hill,Far-Western,खप्तड,2,1
Achham,Seti,Hill,Far-Western,खप्तड,3,1
Achham,Seti,Hill,Far-Western,खप्तड,4,1
Achham,Seti,Hill,Far-Western,खप्तड,5,1
Achham,Seti,Hill,Far-Western,खप्तड,6,1
Achham,Seti,Hill,Far-Western,खप्तड,7,1
Achham,Seti,Hill,Far-Western,खप्तड,8,1
Achham,Seti,Hill,Far-Western,खप्तड,9,1
Achham,Seti,Hill,Far-Western,पातालकोट,1,1
Achham,Seti,Hill,Far-Western,पातालकोट,2,1
Achham,Seti,Hill,Far-Western,पातालकोट,3,1
Achham,Seti,Hill,Far-Western,पातालकोट,4,1
Achham,Seti,Hill,Far-Western,पातालकोट,5,1
Achham,Seti,Hill,Far-Western,पातालकोट,6,1
Achham,Seti,Hill,Far-Western,पातालकोट,7,1
Achham,Seti,Hill,Far-Western,पातालकोट,8,1
Achham,Seti,Hill,Far-Western,पातालकोट,9,1
Achham,Seti,Hill,Far-Western,सिद्धेश्वर,1,1
Achham,Seti,Hill,Far-Western,सिद्धेश्वर,2,1
Achham,Seti,Hill,Far-Western,सिद्धेश्वर,3,1
Achham,Seti,Hill,Far-Western,सिद्धेश्वर,4,1
Achham,Seti,Hill,Far-Western,सिद्धेश्वर,5,1
Achham,Seti,Hill,Far-Western,सिद्धेश्वर,6,1
Achham,Seti,Hill,Far-Western,सिद्धेश्वर,7,1
Achham,Seti,Hill,Far-Western,सिद्धेश्वर,8,1
Achham,Seti,Hill,Far-Western,सिद्धेश्वर,9,1
Achham,Seti,Hill,Far-Western,बिन्ध्यवासिनी,1,1
Achham,Seti,Hill,Far-Western,बिन्ध्यवासिनी,2,1
Achham,Seti,Hill,Far-Western,बिन्ध्यवासिनी,3,1
Achham,Seti,Hill,Far-Western,बिन्ध्यवासिनी,4,1
Achham,Seti,Hill,Far-Western,रहफ,6,2
Achham,Seti,Hill,Far-Western,रहफ,7,2
Achham,Seti,Hill,Far-Western,बिन्ध्यवासिनी,5,1
Achham,Seti,Hill,Far-Western,बिन्ध्यवासिनी,6,1
Achham,Seti,Hill,Far-Western,बिन्ध्यवासिनी,7,1
Achham,Seti,Hill,Far-Western,बिन्ध्यवासिनी,8,1
Achham,Seti,Hill,Far-Western,बर्दादेवी,2,1
Achham,Seti,Hill,Far-Western,बर्दादेवी,3,1
Achham,Seti,Hill,Far-Western,बर्दादेवी,4,1
Achham,Seti,Hill,Far-Western,बर्दादेवी,5,1
Achham,Seti,Hill,Far-Western,बर्दादेवी,6,1
Achham,Seti,Hill,Far-Western,बर्दादेवी,7,1
Achham,Seti,Hill,Far-Western,बर्दादेवी,8,1
Achham,Seti,Hill,Far-Western,बर्दादेवी,9,1
Achham,Seti,Hill,Far-Western,जनालीकोट,1,1
Achham,Seti,Hill,Far-Western,जनालीकोट,2,1
Achham,Seti,Hill,Far-Western,जनालीकोट,3,1
Achham,Seti,Hill,Far-Western,जनालीकोट,4,1
Achham,Seti,Hill,Far-Western,जनालीकोट,5,1
